date,state,voteshare,pred
2020-08-17,alabama,0.457930101518799,NA
2020-08-18,alabama,0.454471440076615,NA
2020-08-19,alabama,0.449811802425685,NA
2020-08-20,alabama,0.445134515259817,NA
2020-08-21,alabama,0.44045707371016496,NA
2020-08-22,alabama,0.435857906827555,NA
2020-08-23,alabama,0.4379575257008211,NA
2020-08-24,alabama,0.4414755692319861,NA
2020-08-25,alabama,0.4369248263628521,NA
2020-08-26,alabama,0.435398659514154,NA
2020-08-27,alabama,0.43381353013381,NA
2020-08-28,alabama,0.433372762301636,NA
2020-08-29,alabama,0.432364763077732,NA
2020-08-30,alabama,0.433862139103743,NA
2020-08-31,alabama,0.427640485099515,NA
2020-09-01,alabama,0.42613964029019297,NA
2020-09-02,alabama,0.4245301268832261,NA
2020-09-03,alabama,0.4269306596407511,NA
2020-09-04,alabama,0.42660446688921294,NA
2020-09-05,alabama,0.422816102752996,NA
2020-09-06,alabama,0.422439574453019,NA
2020-09-07,alabama,0.422252630094367,NA
2020-09-08,alabama,0.414296840268831,NA
2020-09-09,alabama,0.421918496869546,NA
2020-09-10,alabama,0.43007332562830297,NA
2020-09-11,alabama,0.42916307827921896,NA
2020-09-12,alabama,0.43046509043142,NA
2020-09-13,alabama,0.42100957279298296,NA
2020-09-14,alabama,0.424498837327742,NA
2020-09-15,alabama,0.419093225241504,NA
2020-09-16,alabama,0.418941908104518,NA
2020-09-17,alabama,0.413366162214406,NA
2020-09-18,alabama,0.4190857727046901,NA
2020-09-19,alabama,0.419001394160946,NA
2020-09-20,alabama,0.4186859103498461,0.0
2020-09-21,alabama,0.422163732607933,NA
2020-09-22,alabama,0.420618541365818,NA
2020-09-23,alabama,0.416988074047138,0.04925
2020-09-24,alabama,0.420155972542296,NA
2020-09-25,alabama,0.422968365338215,NA
2020-09-26,alabama,0.419410139833119,NA
2020-09-27,alabama,0.414609239418204,NA
2020-09-28,alabama,0.413882873080165,0.0531666666666667
2020-09-29,alabama,0.4134631789829539,NA
2020-09-30,alabama,0.41757396261605,NA
2020-10-01,alabama,0.4175037970720711,NA
2020-10-02,alabama,0.419147205632798,NA
2020-10-03,alabama,0.421249678839679,NA
2020-10-04,alabama,0.4172668005141261,0.0484166666666667
2020-10-05,alabama,0.416570495632159,NA
2020-10-06,alabama,0.409876179535964,NA
2020-10-07,alabama,0.4068260213903,NA
2020-10-08,alabama,0.408958530618286,NA
2020-10-09,alabama,0.409618324170919,NA
2020-10-10,alabama,0.4102892259892629,0.033
2020-10-11,alabama,0.40893082819455495,NA
2020-10-12,alabama,0.410897338934143,NA
2020-10-13,alabama,0.40540461167479097,NA
2020-10-14,alabama,0.4038590029704621,NA
2020-10-15,alabama,0.4129384391757969,NA
2020-10-16,alabama,0.408636443655046,NA
2020-10-17,alabama,0.410306395994118,NA
2020-10-18,alabama,0.409772633338595,0.0356666666666667
2020-10-19,alabama,0.413813092074253,NA
2020-10-20,alabama,0.410808045028766,NA
2020-10-21,alabama,0.4047734212048321,NA
2020-10-22,alabama,0.405014343092911,NA
2020-10-23,alabama,0.403296162697216,0.0186666666666667
2020-10-24,alabama,0.404186569059074,0.0138333333333333
2020-10-25,alabama,0.40634334490091,NA
2020-10-26,alabama,0.403015160447267,0.0256666666666667
2020-10-27,alabama,0.4009750511499711,NA
2020-10-28,alabama,0.401263485066462,0.0134166666666667
2020-10-29,alabama,0.397416089503618,NA
2020-10-30,alabama,0.395564345380949,NA
2020-10-31,alabama,0.396844326273795,NA
2020-11-01,alabama,0.3936012404130039,0.0038333333333333297
2020-11-02,alabama,0.3955018426968699,0.00375
2020-11-03,alabama,0.397435147586831,0.0
2020-03-03,arizona,0.529191232009308,NA
2020-03-04,arizona,0.5276653366077071,NA
2020-03-05,arizona,0.5266158551367679,NA
2020-03-06,arizona,0.525477336837837,NA
2020-03-07,arizona,0.5261564042082341,NA
2020-03-08,arizona,0.526705141432774,NA
2020-03-09,arizona,0.5273498238925349,NA
2020-03-10,arizona,0.527958291661763,NA
2020-03-11,arizona,0.528585313632707,NA
2020-03-12,arizona,0.529168778763053,NA
2020-03-13,arizona,0.529828332332244,NA
2020-03-14,arizona,0.530451751335483,NA
2020-03-15,arizona,0.531097005703577,NA
2020-03-16,arizona,0.531718473872232,NA
2020-03-17,arizona,0.5325171386437539,NA
2020-03-18,arizona,0.533273319544643,NA
2020-03-19,arizona,0.533306534882393,NA
2020-03-20,arizona,0.53353931479882,NA
2020-03-21,arizona,0.533682305696721,NA
2020-03-22,arizona,0.533765543656299,NA
2020-03-23,arizona,0.533899452827603,NA
2020-03-24,arizona,0.5339571334488761,NA
2020-03-25,arizona,0.534134713145551,NA
2020-03-26,arizona,0.5340406536383371,NA
2020-03-27,arizona,0.533934313134362,NA
2020-03-28,arizona,0.533721517844598,NA
2020-03-29,arizona,0.533681879328267,NA
2020-03-30,arizona,0.533714544464784,NA
2020-03-31,arizona,0.533709129038051,NA
2020-04-01,arizona,0.533031625478706,NA
2020-04-02,arizona,0.532305514952299,NA
2020-04-03,arizona,0.53165052937537,NA
2020-04-04,arizona,0.530959921379366,NA
2020-04-05,arizona,0.530312704314092,NA
2020-04-06,arizona,0.52961345562201,NA
2020-04-07,arizona,0.534797687565818,NA
2020-04-08,arizona,0.532960456084211,NA
2020-04-09,arizona,0.531291227623621,NA
2020-04-10,arizona,0.529703931638992,NA
2020-04-11,arizona,0.528821893106206,NA
2020-04-12,arizona,0.527650387390889,NA
2020-04-13,arizona,0.526155703290577,NA
2020-04-14,arizona,0.524788470869115,NA
2020-04-15,arizona,0.527027229443166,NA
2020-04-16,arizona,0.525945505314937,NA
2020-04-17,arizona,0.5251037572344679,NA
2020-04-18,arizona,0.5272027107941779,NA
2020-04-19,arizona,0.529242360910202,NA
2020-04-20,arizona,0.531297327266825,NA
2020-04-21,arizona,0.533460853338406,NA
2020-04-22,arizona,0.535500987723834,NA
2020-04-23,arizona,0.537813032154651,NA
2020-04-24,arizona,0.537397190931246,NA
2020-04-25,arizona,0.535432148912129,NA
2020-04-26,arizona,0.533723435020583,NA
2020-04-27,arizona,0.53325214653048,NA
2020-04-28,arizona,0.532777099341073,NA
2020-04-29,arizona,0.5327741747938189,NA
2020-04-30,arizona,0.532935038305227,NA
2020-05-01,arizona,0.533076274066307,NA
2020-05-02,arizona,0.533167376934873,NA
2020-05-03,arizona,0.531651982270747,NA
2020-05-04,arizona,0.5303572583471661,NA
2020-05-05,arizona,0.52918286860628,NA
2020-05-06,arizona,0.530648981926233,NA
2020-05-07,arizona,0.532082614041459,NA
2020-05-08,arizona,0.530965244648996,NA
2020-05-09,arizona,0.5297711502318929,NA
2020-05-10,arizona,0.528226818122831,NA
2020-05-11,arizona,0.5226461349320329,NA
2020-05-12,arizona,0.529325589203669,NA
2020-05-13,arizona,0.5245563132051679,NA
2020-05-14,arizona,0.5197310412082979,NA
2020-05-15,arizona,0.514988168000704,NA
2020-05-16,arizona,0.510879470104242,NA
2020-05-17,arizona,0.508082352618611,NA
2020-05-18,arizona,0.505343200615291,NA
2020-05-19,arizona,0.500159021313046,NA
2020-05-20,arizona,0.500596754730458,NA
2020-05-21,arizona,0.497964185039181,NA
2020-05-22,arizona,0.5006220844344029,NA
2020-05-23,arizona,0.503022525340542,NA
2020-05-24,arizona,0.5055887407698739,NA
2020-05-25,arizona,0.505990413225779,NA
2020-05-26,arizona,0.506498465182913,NA
2020-05-27,arizona,0.502317152620392,NA
2020-05-28,arizona,0.5013296605457821,NA
2020-05-29,arizona,0.500487366536129,NA
2020-05-30,arizona,0.499554010497594,NA
2020-05-31,arizona,0.510204934418491,NA
2020-06-01,arizona,0.5207650396325021,NA
2020-06-02,arizona,0.529267139169879,NA
2020-06-03,arizona,0.5323428320851079,NA
2020-06-04,arizona,0.532011467931731,NA
2020-06-05,arizona,0.5316718169427971,NA
2020-06-06,arizona,0.531327404480519,NA
2020-06-07,arizona,0.530933277613228,NA
2020-06-08,arizona,0.53057433950596,NA
2020-06-09,arizona,0.531144621924883,NA
2020-06-10,arizona,0.526885069242746,NA
2020-06-11,arizona,0.521562609492871,NA
2020-06-12,arizona,0.516480595198497,NA
2020-06-13,arizona,0.511109779488062,NA
2020-06-14,arizona,0.521866476849624,NA
2020-06-15,arizona,0.527540185206144,NA
2020-06-16,arizona,0.5281718274278511,NA
2020-06-17,arizona,0.536030549919709,NA
2020-06-18,arizona,0.5436852694158171,NA
2020-06-19,arizona,0.5461023677107779,NA
2020-06-20,arizona,0.543484272137333,NA
2020-06-21,arizona,0.540323559640258,NA
2020-06-22,arizona,0.537145308213156,NA
2020-06-23,arizona,0.5339170036285129,NA
2020-06-24,arizona,0.530674821179126,NA
2020-06-25,arizona,0.527390168947449,NA
2020-06-26,arizona,0.52426325615879,NA
2020-06-27,arizona,0.521194839206776,NA
2020-06-28,arizona,0.519175322716096,NA
2020-06-29,arizona,0.52071596763797,NA
2020-06-30,arizona,0.522251993350579,NA
2020-07-01,arizona,0.524098014665623,NA
2020-07-02,arizona,0.526031620040686,NA
2020-07-03,arizona,0.527891851256605,NA
2020-07-04,arizona,0.525593522627915,NA
2020-07-05,arizona,0.523388969108867,NA
2020-07-06,arizona,0.521188902487617,NA
2020-07-07,arizona,0.516291147768777,NA
2020-07-08,arizona,0.511658576447225,NA
2020-07-09,arizona,0.5185866563207071,NA
2020-07-10,arizona,0.52078111097387,NA
2020-07-11,arizona,0.523136506773741,NA
